period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
71,1775098358.6312208,1775098388.6312208,0,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181598,0,0,0.0,100.0,0,0.0,91,91,0,0.0,0.0,0,0
72,1775098388.6312208,1775098418.6312208,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179197,0,0,0.0,100.0,0,0.0,94,94,0,0.0,0.0,0,0
73,1775098418.6312208,1775098448.6312208,93,2,4,4,4,4,0,93,93,0,0.13333333333333333,13050.066666666668,154.16666666666666,6.010052800178528,5.888343930244446,11.491983211040496,11.55405021429062,0.9910071942446043,181477,0,0,88.95430588722229,96.87879628465886,3520,39.89947199821472,1,0,0,104.1873084368165,152.2096905708313,49,44
74,1775098448.6312208,1775098478.6312208,93,3,16,48,0,0,48,93,48,45,1.6,50667.6,484.3333333333333,17.870241224765778,17.393742322921753,22.38541680574417,25.184266436100003,0.9914925876010782,178191,0,0,531.7101922035217,81.53784054848883,12928,0.0,0,0,0,1.2590637008349101,60.250672578811646,52,41
75,1775098478.6312208,1775098508.6312208,74,13,19,46,0,0,46,74,27,47,1.5333333333333334,60953.13333333333,555.4,34.04595899581909,34.5515193939209,36.22859740257263,36.232099294662476,0.9530894451251531,175455,0,0,854.8210060596466,67.24823731572236,85760,0.0,9,9,0,0.00011373449254918981,0.00022649765014648438,31,43
76,1775098508.6312208,1775098538.6312208,21,23,26,59,1,1,58,21,5,16,1.9666666666666666,85208.2,717.3333333333334,26.678426797573383,27.868108987808228,30.947078227996826,30.990328788757324,1.0,172156,0,0,1041.8318614959717,21.07334382606275,0,0.0,52,52,0,0.00880571206410726,0.052080392837524414,1,20
77,1775098538.6312208,1775098568.6312208,2,12,2,22,1,1,21,2,2,0,0.7333333333333333,5971.6,533.2,0.4973876476287842,0.4973876476287842,0.5255403280258178,0.5280427885055542,1.0,169800,0,0,34.24713706970215,91.84591974530902,0,95.02612352371216,82,82,0,0.00010879834493001302,0.00013017654418945312,0,2
78,1775098568.6312208,1775098598.6312208,0,3,0,2,0,0,2,0,0,0,0.06666666666666667,0.0,38.63333333333333,0.0,0.0,0.0,0.0,0.0,169800,0,0,0.0,100.0,0,0.0,93,93,0,0.0,0.0,0,0
79,1775098598.6312208,1775098628.6312208,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169800,0,0,0.0,100.0,0,0.0,93,93,0,0.0,0.0,0,0
80,1775098628.6312208,1775098658.6312208,94,2,11,11,11,11,0,94,94,0,0.36666666666666664,31675.733333333334,205.4,7.051165775819258,10.290809869766235,11.538565874099731,12.143194246292115,0.9862561476790406,175439,0,0,233.56579685211182,91.89007649819057,13056,29.48834224180742,0,0,0,94.3288123630342,152.27576875686646,50,44
81,1775098658.6312208,1775098688.6312208,96,2,10,38,0,0,38,96,40,56,1.2666666666666666,37097.9,343.1,17.980866503715514,16.373786091804504,23.8476232767105,26.91650932788849,0.9940178314639057,177055,2,0,338.7208001613617,88.478884348253,6656,0.0,0,0,0,0.0030794382095336915,0.06562495231628418,56,40
82,1775098688.6312208,1775098718.6312208,82,8,14,37,0,0,37,82,24,58,1.2333333333333334,44500.933333333334,426.5,37.32982962472098,35.87968862056732,45.648675084114075,50.00884172916412,0.9160751966238251,175944,0,0,725.9109888076782,73.11440782193785,112000,0.0,8,8,0,0.0013038913408915203,0.028481483459472656,40,42
83,1775098718.6312208,1775098748.6312208,39,18,23,57,2,2,55,39,12,27,1.9,82113.73333333334,565.7333333333333,37.70477271080017,42.392061948776245,45.77302473783493,47.722002339363094,0.9944905013124041,175944,0,0,1193.5404343605042,30.202313780087476,13568,0.0,40,40,0,0.004106317247663226,0.056009769439697266,0,39
84,1775098748.6312208,1775098778.6312208,3,25,5,44,5,5,39,3,2,1,1.4666666666666666,18786.033333333333,722.2333333333333,1.1662938594818115,0.668299674987793,2.7757595539093014,3.1753579807281493,1.0,175944,0,0,83.27393174171448,90.08643669741494,0,88.33706140518188,69,69,0,0.001136643545968192,0.00726008415222168,0,3
85,1775098778.6312208,1775098808.6312208,0,11,0,3,0,0,3,0,0,0,0.1,0.0,50.9,0.0,0.0,0.0,0.0,0.0,175944,0,0,0.0,100.0,0,0.0,86,86,0,0.0,0.0,0,0
86,1775098808.6312208,1775098838.6312208,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175944,0,0,0.0,100.0,0,0.0,95,95,0,0.0,0.0,0,0
